COD_MKT_ID;COD_MKT;AREA;COD_AREA;MACROSETTORE;COD_MACROSET;SETTORE;COD_SETT;REPARTO;COD_REP;CATEGORIA;COD_CATEG;SOTTOCATEGORIA;COD_SUBCATEG;SEGMENTO;COD_SEGMENTO
3358;66035070306;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;CAMPING;507;ACCESSORI;03;ALTRI;06
3359;66035090101;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;CONTENITORI;01;BORRACCE;01
3360;66035090102;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;CONTENITORI;01;BORSE TERMICHE;02
3361;66035090103;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;CONTENITORI;01;GHIACCIAIE - CONT.RI TERMICI;03
3362;66035090104;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;CONTENITORI;01;GHIACCIAIE ELETTRICHE;04
3363;66035090105;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;CONTENITORI;01;TANICHE;05
3364;66035090106;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;CONTENITORI;01;ACCUMULATORI TERMICI;06
3365;66035090107;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;CONTENITORI;01;ALTRI;07
3366;66035090201;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;TAVOLA/CUCINA;02;PIATTI;01
3367;66035090202;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;TAVOLA/CUCINA;02;POSATE;02
3368;66035090203;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;TAVOLA/CUCINA;02;BICCHIERI/TAZZE;03
3369;66035090204;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;TAVOLA/CUCINA;02;RECIPIENTI COTTURA;04
3370;66035090205;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;TAVOLA/CUCINA;02;ALTRI;05
3371;66035090301;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;BARBECUE;03;BARBECUE A CARBONE;01
3372;66035090302;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;BARBECUE;03;BARBECUE GAS;02
3373;66035090303;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;BARBECUE;03;ALTRI BARBECUE;03
3374;66035090304;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;BARBECUE;03;BARBECUE IN MURATURA;04
3375;66035090305;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;BARBECUE;03;GRIGLIE;05
3376;66035090306;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;PIC NIC;509;BARBECUE;03;ACCESSORI;06
3377;66035110101;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SALOTTI COMPLETI;01;RESINA;01
3378;66035110102;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SALOTTI COMPLETI;01;LEGNO;02
3379;66035110103;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SALOTTI COMPLETI;01;METALLO;03
3380;66035110104;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SALOTTI COMPLETI;01;BAMBOO / RATTAN;04
3381;66035110105;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SALOTTI COMPLETI;01;ALTRI;05
3382;66035110201;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;TAVOLI FISSI;02;RESINA;01
3383;66035110202;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;TAVOLI FISSI;02;LEGNO;02
3384;66035110203;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;TAVOLI FISSI;02;METALLO;03
3385;66035110204;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;TAVOLI FISSI;02;BAMBOO / RATTAN;04
3386;66035110205;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;TAVOLI FISSI;02;ALTRI;05
3387;66035110301;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SEDIE/POLTRONE FISSE;03;RESINA;01
3388;66035110302;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SEDIE/POLTRONE FISSE;03;LEGNO;02
3389;66035110303;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SEDIE/POLTRONE FISSE;03;METALLO;03
3390;66035110304;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SEDIE/POLTRONE FISSE;03;BAMBOO / RATTAN;04
3391;66035110305;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SEDIE/POLTRONE FISSE;03;ALTRI;05
3392;66035110401;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SEDIE E POLTRONE PIEGHEVOLI;04;RESINA;01
3393;66035110402;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SEDIE E POLTRONE PIEGHEVOLI;04;LEGNO;02
3394;66035110403;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SEDIE E POLTRONE PIEGHEVOLI;04;METALLO;03
3395;66035110404;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SEDIE E POLTRONE PIEGHEVOLI;04;BAMBOO / RATTAN;04
3396;66035110405;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SEDIE E POLTRONE PIEGHEVOLI;04;SPIAGGINE;05
3397;66035110406;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SEDIE E POLTRONE PIEGHEVOLI;04;ALTRI;06
3398;66035110501;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SDRAIO MULTIPOSIZIONE;05;RESINA;01
3399;66035110502;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SDRAIO MULTIPOSIZIONE;05;LEGNO;02
3400;66035110503;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SDRAIO MULTIPOSIZIONE;05;METALLO;03
3401;66035110504;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SDRAIO MULTIPOSIZIONE;05;BAMBOO / RATTAN;04
3402;66035110505;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;SDRAIO MULTIPOSIZIONE;05;ALTRI;05
3403;66035110601;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;PANCHINE;06;RESINA;01
3404;66035110602;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;PANCHINE;06;LEGNO;02
3405;66035110603;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;PANCHINE;06;METALLO;03
3406;66035110604;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;PANCHINE;06;BAMBOO / RATTAN;04
3407;66035110605;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;PANCHINE;06;ALTRI;05
3408;66035110701;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;LETTINI;07;RESINA;01
3409;66035110702;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;LETTINI;07;LEGNO;02
3410;66035110703;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;LETTINI;07;METALLO;03
3411;66035110704;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;LETTINI;07;BAMBOO / RATTAN;04
3412;66035110705;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;LETTINI;07;ALTRI;05
3413;66035110801;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;GAZEBO;08;LEGNO;01
3414;66035110802;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;GAZEBO;08;METALLO;02
3415;66035110803;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;GAZEBO;08;PIEGHEVOLI;03
3416;66035110901;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;OMBRELLONI;09;LEGNO;01
3417;66035110902;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;OMBRELLONI;09;METALLO;02
3418;66035110903;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;OMBRELLONI;09;MARE;03
3419;66035110904;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;OMBRELLONI;09;BASI OMBRELLONI;04
3420;66035110905;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;OMBRELLONI;09;ALTRI;05
3421;66035111001;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;COMPLEMENTI GIARDINO;10;CANAPONI;01
3422;66035111002;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;COMPLEMENTI GIARDINO;10;DONDOLI;02
3423;66035111003;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;COMPLEMENTI GIARDINO;10;CARRELLI;03
3424;66035111004;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;COMPLEMENTI GIARDINO;10;AMACHE;04
3425;66035111005;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;COMPLEMENTI GIARDINO;10;GRIGLIE/FIORIERE/PERGOLATI;05
3426;66035111006;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;COMPLEMENTI GIARDINO;10;CUSCINI;06
3427;66035111007;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;COMPLEMENTI GIARDINO;10;PULIZIA E MANUTENZIONE ARREDO GIARDINO;07
3428;66035111008;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;COMPLEMENTI GIARDINO;10;ALTRI;08
3429;66035111101;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;PISCINE;11;PISCINE GONFIABILI;01
3430;66035111102;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;PISCINE;11;PISCINE RIGIDE;02
3431;66035111103;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;PISCINE;11;PISCINE AUTOPORTANTI;03
3432;66035111104;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;PISCINE;11;PISCINE CON GIOCHI;04
3433;66035111105;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;PISCINE;11;ACCESSORI;05
3434;66035111106;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;PISCINE;11;PRODOTTI ACQUA;06
3435;66035111201;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;GIOCHI DA ESTERNO;12;SCIVOLI;01
3436;66035111202;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;GIOCHI DA ESTERNO;12;ALTALENE;02
3437;66035111203;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;GIOCHI DA ESTERNO;12;VASCA PER SABBIA;03
3438;66035111204;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;GIOCHI DA ESTERNO;12;ACCESSORI;04
3439;66035111205;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;GIOCHI DA ESTERNO;12;CASA GIOCHI;05
3440;66035111206;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;GIOCHI DA ESTERNO;12;GIOCHI GONFIABILI;06
3441;66035111207;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;GIOCHI DA ESTERNO;12;ARREDO GIARDINO BIMBO;07
3442;66035111208;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;GIOCHI DA ESTERNO;12;ALTRA ATTREZZATURA;08
3443;66035111301;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;GIARD./TERRAZZO TEMPO LIBERO;511;TENDAGGI ESTERNI;13;TENDE A CADUTA;01
3444;66035230101;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;TEMPO LIBERO;03;VIAGGIO;523;VALIGIE;01;VALIGIE MORBIDE;01
3445;58012460101;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;MELE;246;MELE STARK;01;MELE STARK;01
3446;58012460201;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;MELE;246;MELE GRANNY SMITH;02;MELE GRANNY SMITH;01
3447;58012460301;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;MELE;246;MELE MORGENDUFT/IMPERO;03;MELE MORGENDUFT/IMPERO;01
3448;58012460401;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;MELE;246;MELE GOLDEN;04;MELE GOLDEN;01
3449;58012460501;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;MELE;246;MELE RENETTA;05;MELE RENETTA;01
3450;58012460601;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;MELE;246;MELE GALA;06;MELE GALA;01
3451;58012460701;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;MELE;246;MELE FUJI;07;MELE FUJI;01
3452;58012460801;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;MELE;246;MELE PINK LADY;08;MELE PINK LADY;01
3453;58012460901;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;MELE;246;MELE ANNURCA;09;MELE ANNURCA;01
3454;58012461001;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;MELE;246;MELE STAYMAN;10;MELE STAYMAN;01
3455;58012461101;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;MELE;246;MELE ALTRE;11;MELE ALTRE;01
3456;58012480101;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;PERE;248;PERE WILLIAM'S;01;PERE WILLIAM' S BIANCO;01
3457;58012480102;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;PERE;248;PERE WILLIAM'S;01;PERE WILLIAM' S ROSSO;02
3458;58012480201;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;PERE;248;PERE ABATE;02;PERE ABATE;01
3459;58012480301;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;PERE;248;PERE KAISER;03;PERE KAISER;01
3460;58012480401;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;PERE;248;PERE CONFERENCE;04;PERE CONFERENCE;01
3461;58012480501;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;PERE;248;PERE DECANA;05;PERE DECANA;01
3462;58012480601;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;PERE;248;PERE COSCIA;06;PERE COSCIA;01
3463;58012480701;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;PERE;248;PERE ESTIVE;07;PERE ESTIVE;01
3464;58012480801;Alimentari;1;Freschi;2;FRESCHISSIMI;58;ORTOFRUTTA;01;PERE;248;PERE ALTRE;08;PERE ALTRE;01
3465;66055630101;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA ADULTI;01;ATTUALITA' /SAGGISTICA;01
3466;66055630102;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA ADULTI;01;CLASSICI;02
3467;66055630103;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA ADULTI;01;FANTASCIENZA/FANTASY;03
3468;66055630104;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA ADULTI;01;FASCIA PREZZO - CONTINUO;04
3469;66055630105;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA ADULTI;01;GIALLI / THRILLER / NOIR;05
3470;66055630106;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA ADULTI;01;LINGUA ORIGINALE;06
3471;66055630107;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA ADULTI;01;ROMANZI;07
3472;66055630108;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA ADULTI;01;ROSA;08
3473;66055630109;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA ADULTI;01;TOP TEN RILEGATI NOVITA';09
3474;66055630201;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA INFANZIA RAGAZZI;02;CLASSICI / FIABE;01
3475;66055630202;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA INFANZIA RAGAZZI;02;FASCIA PREZZO - CONTINUO;02
3476;66055630203;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA INFANZIA RAGAZZI;02;LIBRI / MUSICASSETTE;03
3477;66055630204;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA INFANZIA RAGAZZI;02;TASCABILI;04
3478;66055630205;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA INFANZIA RAGAZZI;02;FUMETTI;05
3479;66055630206;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA INFANZIA RAGAZZI;02;PRIMA LETTURA;06
3480;66055630207;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA INFANZIA RAGAZZI;02;ALBUM COLORARE;07
3481;66055630208;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;LETTURA INFANZIA RAGAZZI;02;ALTRI;08
3482;66055630301;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;MANUALISTICA;03;CARTE GEOGRAFICHE;01
3483;66055630302;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;MANUALISTICA;03;CUCINA;02
3484;66055630303;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;MANUALISTICA;03;FASCIA PREZZO - CONTINUO;03
3485;66055630304;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;MANUALISTICA;03;GUIDE TURISTICHE;04
3486;66055630305;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;MANUALISTICA;03;HOBBY;05
3487;66055630306;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;MANUALISTICA;03;INFORMATICA;06
3488;66055630307;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;MANUALISTICA;03;SALUTE;07
3489;66055630308;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;MANUALISTICA;03;SCIENZA;08
3490;66055630309;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;MANUALISTICA;03;SPORT;09
3491;66055630310;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;MANUALISTICA;03;VIAGGI;10
3492;66055630401;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;DIDATTICA;04;ATLANTE;01
3493;66055630402;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;DIDATTICA;04;DIZIONARI;02
3494;66055630403;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;DIDATTICA;04;DIZIONARI DI LINGUA;03
3495;66055630404;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;DIDATTICA;04;ENCICLOPEDIE;04
3496;66055630405;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;DIDATTICA;04;FASCIA PREZZO - CONTINUO;05
3497;66055630501;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;TASCABILE;05;ATTUALITA'/SAGGISTICA;01
3498;66055630502;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;TASCABILE;05;CLASSICI;02
3499;66055630503;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;TASCABILE;05;FANTASCIENZA/FANTASY;03
3500;66055630504;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;TASCABILE;05;FASCIA PREZZO - CONTINUO;04
3501;66055630505;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;TASCABILE;05;GIALLI;05
3502;66055630506;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;TASCABILE;05;LINGUA ORIGINALE;06
3503;66055630507;Non alimentari;2;No Food;3;STAGIONALI E BRICO;66;EDUCAZIONE E INTRATTENIMENTO;05;LETTURA;563;TASCABILE;05;ROMANZI;07
